Name,Rarity,Price
Fighting Energy (#20),Common,$0.09 
Fighting Energy (#26),Common,$0.24 
Fighting Energy (#3),Common,$0.90 
Fighting Energy (#6),Common,$0.14 
Fighting Energy (#8),Common,$0.14 
Gurdurr,Common,$0.22 
Lillipup (#1),Common,$0.58 
Minccino (#19),Common,$0.25 
Patrat (#12),Common,$0.18 
PlusPower (Excadrill),Common,$0.25 
Pokemon Communication (Excadrill),Common,$0.70 
Potion (#15),Common,$0.25 
Purrloin (#1),Common,$1.32 
Timburr (#11),Common,$0.29 
Tranquill,Common,$0.23 
Zoroark (#17 Non-Holo),Common,$1.00 
Zorua (#13),Common,$0.37 
Audino (#18),Common,$0.30 
Darkness Energy (#20),Common,$0.12 
Darkness Energy (#24),Common,$0.53 
Darkness Energy (#28),Common,$0.27 
Darkness Energy (#5),Common,$0.59 
Darkness Energy (#7),Common,$0.57 
Darkness Energy (#9),Common,$1.99 
Drilbur (#25),Common,$0.12 
Energy Search (Excadrill),Common,$0.09 
Energy Switch (Excadrill),Common,$0.99 
Excadrill (#30 Holo),Common,$0.46 
Fighting Energy (#2),Common,$0.39 
Fighting Energy (#22),Common,$0.14 
Fighting Energy (#28),Common,$0.14 
Fighting Energy (#5),Common,$0.14 
Fighting Energy (#7),Common,$0.14 
Herdier,Common,$1.49 
Lillipup (#27),Common,$0.20 
Minccino (#4),Common,$5.00 
Patrat (#29),Common,$0.50 
Pidove (#21),Common,$0.25 
PlusPower (Zoroark),Common,$0.18 
Pokemon Communication (Zoroark),Common,$0.43 
Potion (#23),Common,$0.20 
Purrloin (#25),Common,$1.00 
Timburr (#29),Common,$1.08 
Watchog,Common,$0.25 
Zoroark (#30 Holo),Common,$0.41 
Zorua (#23),Common,$0.50 
Audino,Uncommon,$0.28 
Basculin (25),Uncommon,$0.21 
Beartic (31),Rare,$0.49 
Boldore (51),Uncommon,$0.26 
Braviary,Holo Rare,$0.68 
Cinccino,Uncommon,$0.24 
Cottonee (10),Common,$0.23 
Crushing Hammer,Uncommon,$1.12 
Cubchoo (29),Common,$0.25 
Darumaka,Common,$0.19 
Drilbur (54),Uncommon,$0.24 
Ducklett,Common,$0.16 
Excadrill (56),Holo Rare,$0.66 
Ferroseed (70),Common,$0.21 
Ferrothorn,Rare,$0.45 
Galvantula,Uncommon,$0.24 
Gothita (43),Common,$0.18 
Gothitelle (47),Holo Rare,$1.08 
Gothorita (45),Uncommon,$0.21 
Great Ball,Uncommon,$0.27 
Klang,Uncommon,$0.21 
Klinklang,Rare,$0.61 
Krookodile,Rare,$0.58 
Leavanny (8),Rare,$0.59 
Lilligant,Uncommon,$0.35 
Max Potion,Uncommon,$0.55 
Panpour,Common,$0.20 
Pansear,Common,$0.19 
Petilil,Common,$0.22 
Pokemon Catcher,Uncommon,$3.27 
Recycle,Uncommon,$0.32 
Roggenrola (50),Common,$0.19 
Rufflet (87),Uncommon,$0.21 
Sawk,Uncommon,$0.24 
Scolipede,Rare,$0.50 
Sewaddle (4),Common,$0.24 
Sigilyph (42),Uncommon,$0.21 
Simisage,Rare,$0.37 
Swadloon (5),Uncommon,$0.24 
Swanna,Rare,$0.33 
Terrakion,Holo Rare,$1.32 
Thundurus,Holo Rare,$0.73 
Tornadus,Holo Rare,$0.95 
Tranquill,Uncommon,$0.23 
Venipede,Common,$0.16 
Vullaby,Common,$0.22 
Whimsicott (11),Uncommon,$0.23 
Whirlipede,Uncommon,$0.20 
Zoroark,Holo Rare,$0.95 
Basculin (24),Common,$0.21 
Beartic (30),Holo Rare,$0.66 
Bianca,Uncommon,$0.20 
Boldore (52),Uncommon,$0.20 
Cheren,Uncommon,$0.14 
Cobalion,Holo Rare,$1.20 
Cottonee (9),Common,$0.15 
Cubchoo (28),Common,$0.23 
Darmanitan,Rare,$0.54 
Deerling,Common,$0.21 
Drilbur (55),Common,$0.19 
Emolga,Common,$0.28 
Excadrill (57),Rare,$0.68 
Ferroseed (71),Common,$0.23 
Ferrothorn,Uncommon,$0.30 
Gigalith (53),Rare,$0.49 
Gothita (44),Common,$0.21 
Gothitelle (48),Rare,$0.49 
Gothorita (46),Uncommon,$0.26 
Joltik,Common,$0.15 
Klink,Common,$0.22 
Krokorok,Uncommon,$0.23 
Leavanny (7),Rare,$0.74 
Liepard,Rare,$0.60 
Mandibuzz,Rare,$0.43 
Minccino,Common,$0.21 
Pansage,Common,$0.20 
Patrat,Common,$0.20 
Pidove,Common,$0.15 
Purrloin,Common,$0.21 
Roggenrola (49),Common,$0.24 
Rufflet (86),Common,$0.23 
Sandile,Common,$0.15 
Sawsbuck,Rare,$2.34 
Sewaddle (3),Common,$0.21 
Sigilyph (41),Uncommon,$0.23 
Simipour,Rare,$0.28 
Simisear,Rare,$0.33 
Swadloon (6),Uncommon,$0.25 
Swoobat,Rare,$0.43 
Throh,Uncommon,$0.17 
Thundurus (97 Full Art),Ultra Rare,$6.90 
Tornadus (98 Full Art),Ultra Rare,$5.29 
Unfezant,Rare,$0.82 
Virizion,Holo Rare,$1.48 
Watchog,Uncommon,$0.23 
Whimsicott (12),Rare,$0.53 
Woobat,Common,$0.17 
Zorua,Common,$0.20 
Alomomola (38),Uncommon,$0.25 
Audino,Uncommon,$0.21 
Blitzle (40),Common,$0.25 
Bouffalant (90),Uncommon,$0.27 
Cinccino,Rare,$0.47 
Darmanitan,Rare,$0.46 
Darumaka (24),Uncommon,$0.23 
Dewott (29),Uncommon,$0.24 
Ducklett,Common,$0.21 
Emboar (19),Holo Rare,$2.43 
Energy Retrieval,Uncommon,$0.23 
Energy Switch,Uncommon,$0.19 
Fire Energy,Common,$1.87 
Galvantula,Rare,$0.35 
Gurdurr,Uncommon,$0.35 
Joltik (44),Common,$0.17 
Klang,Uncommon,$0.20 
Klinklang,Holo Rare,$0.94 
Krookodile,Holo Rare,$1.26 
Lightning Energy,Common,$5.04 
Lillipup (80),Common,$0.85 
Mandibuzz,Rare,$0.39 
Maractus (12),Rare,$0.51 
Minccino,Common,$0.20 
Musharna,Rare,$0.38 
Oshawott (28),Common,$0.28 
Pansear,Common,$0.17 
Patrat (78),Common,$0.15 
Pidove,Common,$0.18 
Pignite (18),Uncommon,$0.53 
PlusPower,Uncommon,$0.23 
Pokedex,Uncommon,$0.19 
Potion,Common,$0.09 
Psychic Energy,Common,$1.12 
Reshiram,Holo Rare,$3.28 
Reuniclus,Holo Rare,$2.11 
Samurott (31),Holo Rare,$1.75 
Sandile,Common,$0.14 
Sawsbuck,Rare,$1.50 
Scrafty,Rare,$0.48 
Serperior (5),Holo Rare,$2.76 
Servine (3),Uncommon,$0.29 
Simipour,Uncommon,$0.30 
Simisear,Uncommon,$0.19 
Snivy (2),Common,$0.27 
Stoutland,Rare,$0.45 
Swanna,Rare,$0.30 
Swoobat,Uncommon,$0.35 
Tepig (16),Common,$0.21 
Timburr (58),Common,$0.17 
Tranquill,Uncommon,$0.26 
Venipede,Common,$0.21 
Watchog,Uncommon,$0.26 
Whirlipede,Uncommon,$0.28 
Zebstrika (42),Uncommon,$0.28 
Zekrom,Holo Rare,$2.63 
Zoroark,Holo Rare,$2.64 
Alomomola (39),Rare,$0.53 
Basculin,Uncommon,$0.27 
Blitzle (41),Common,$0.21 
Bouffalant (91),Rare,$0.46 
Darkness Energy (Basic),Common,$1.05 
Darumaka (23),Common,$0.16 
Deerling,Common,$0.27 
Dewott (30),Uncommon,$0.32 
Duosion,Uncommon,$0.35 
Emboar (20),Holo Rare,$2.85 
Energy Search,Common,$0.21 
Fighting Energy,Common,$0.51 
Full Heal,Uncommon,$0.13 
Grass Energy,Common,$0.60 
Herdier,Uncommon,$0.22 
Joltik (45),Common,$0.12 
Klink,Common,$0.16 
Krokorok,Uncommon,$0.24 
Liepard,Rare,$0.49 
Lilligant,Rare,$0.63 
Lillipup (81),Common,$0.20 
Maractus (11),Uncommon,$0.26 
Metal Energy (Basic),Common,$0.71 
Munna,Uncommon,$0.24 
Oshawott (27),Common,$0.20 
Panpour,Common,$0.16 
Pansage,Common,$0.16 
Patrat (77),Common,$0.26 
Petilil,Common,$0.22 
Pignite (17),Uncommon,$0.45 
Pikachu,Secret Rare,$49.20 
Poke Ball,Uncommon,$0.16 
Pokemon Communication,Uncommon,$0.46 
Professor Juniper,Uncommon,$0.55 
Purrloin,Common,$0.20 
Reshiram (113 Full Art),Ultra Rare,$25.81 
Revive,Uncommon,$0.22 
Samurott (32),Holo Rare,$2.11 
Sawk,Rare,$0.54 
Scolipede,Rare,$0.45 
Scraggy,Common,$0.18 
Serperior (6),Holo Rare,$2.38 
Servine (4),Uncommon,$0.35 
Simisage,Uncommon,$0.28 
Snivy (1),Common,$0.20 
Solosis,Common,$0.26 
Super Scoop Up,Uncommon,$0.17 
Switch,Common,$0.37 
Tepig (15),Common,$0.23 
Throh,Rare,$0.91 
Timburr (59),Common,$0.20 
Unfezant,Rare,$0.26 
Vullaby,Common,$0.22 
Water Energy,Common,$1.35 
Woobat,Common,$0.19 
Zebstrika (43),Rare,$0.81 
Zekrom (114 Full Art),Ultra Rare,$22.46 
Zorua,Common,$0.31 
Ampharos,Rare,$1.09 
Cheerleader's Cheer,Uncommon,$0.25 
Clefable,Holo Rare,$1.87 
Cleffa,Rare,$3.62 
Croconaw,Uncommon,$0.45 
Darkness Energy (Basic),Common,$67.50 
Deoxys,Holo Rare,$7.68 
Dialga,Holo Rare,$13.05 
Donphan,Uncommon,$0.27 
Eevee,Common,$1.03 
Espeon,Holo Rare,$17.20 
Fighting Energy,Common,$16.16 
Flaaffy,Uncommon,$0.25 
Forretress,Holo Rare,$3.12 
Grass Energy,Common,$18.98 
Groudon (Shiny),Shiny Holo Rare,$167.50 
Hitmonchan,Common,$0.30 
Hitmontop,Holo Rare,$2.15 
Ho-Oh (Shiny),Shiny Holo Rare,$99.00 
Houndour,Common,$0.27 
Jirachi,Holo Rare,$10.81 
Koffing,Common,$0.29 
Kyogre (Shiny),Shiny Holo Rare,$199.99 
Lightning Energy,Common,$21.32 
Lost World,Uncommon,$0.69 
Lugia,Holo Rare,$41.80 
Magby,Uncommon,$0.65 
Magmar,Common,$0.27 
Mareep,Common,$0.24 
Meganium,Rare,$2.29 
Metal Energy (Special),Uncommon,$0.48 
Misdreavus,Common,$0.25 
Mr. Mime,Rare,$0.57 
Pachirisu,Holo Rare,$3.37 
Palkia (Shiny),Shiny Holo Rare,$68.90 
Pidgeot,Rare,$1.08 
Pidgey,Common,$0.28 
Professor Elm's Training Method,Uncommon,$0.43 
Psychic Energy,Common,$24.51 
Raikou (Shiny),Shiny Holo Rare,$57.71 
Rayquaza (Shiny),Shiny Holo Rare,$287.45 
Research Record,Uncommon,$0.19 
Sage's Training,Uncommon,$0.23 
Skarmory,Rare,$0.47 
Slowpoke,Common,$0.27 
Snorlax,Rare,$7.93 
Suicune (Shiny),Shiny Holo Rare,$122.83 
Tangrowth,Rare,$0.56 
Totodile,Common,$0.63 
Tyrogue,Rare,$1.56 
Ursaring,Rare,$0.68 
Vulpix,Common,$0.32 
Weezing,Rare,$0.66 
Bayleef,Uncommon,$0.42 
Chikorita,Common,$0.30 
Clefairy,Common,$0.22 
Copycat,Uncommon,$0.55 
Cyndaquil,Common,$0.44 
Darkness Energy (Special),Uncommon,$0.79 
Deoxys (Shiny),Shiny Holo Rare,$57.81 
Dialga (Shiny),Shiny Holo Rare,$159.99 
Dual Ball,Uncommon,$0.57 
Entei (Shiny),Shiny Holo Rare,$105.70 
Feraligatr,Rare,$3.40 
Fire Energy,Common,$22.52 
Flareon,Uncommon,$2.89 
Granbull,Rare,$0.55 
Groudon,Holo Rare,$7.73 
Gyarados,Holo Rare,$23.54 
Hitmonlee,Common,$0.26 
Ho-Oh,Holo Rare,$10.72 
Houndoom,Holo Rare,$7.39 
Interviewer's Questions,Uncommon,$0.38 
Jolteon,Uncommon,$1.73 
Kyogre,Holo Rare,$7.02 
Leafeon,Holo Rare,$18.35 
Lost Remover,Uncommon,$0.51 
Lucario,Holo Rare,$10.29 
Lugia (Shiny),Shiny Holo Rare,$333.33 
Magikarp,Common,$0.34 
Magmortar,Holo Rare,$3.81 
Mawile,Common,$0.31 
Metal Energy (Basic),Common,$15.77 
Mime Jr.,Uncommon,$1.44 
Mismagius,Rare,$0.47 
Ninetales,Holo Rare,$26.53 
Palkia,Holo Rare,$6.03 
Phanpy,Common,$0.27 
Pidgeotto,Uncommon,$0.40 
Pineco,Common,$0.16 
Professor Oak's New Theory,Uncommon,$0.64 
Quilava,Uncommon,$0.47 
Rayquaza,Holo Rare,$26.97 
Relicanth,Common,$0.25 
Riolu,Uncommon,$0.22 
Seviper,Uncommon,$0.38 
Slowking,Rare,$0.86 
Smeargle,Holo Rare,$5.87 
Snubbull,Common,$0.21 
Tangela,Common,$0.23 
Teddiursa,Common,$0.22 
Typhlosion,Rare,$4.37 
Umbreon,Holo Rare,$41.42 
Vaporeon,Uncommon,$2.14 
Water Energy,Common,$29.11 
Zangoose,Rare,$1.41 
Grass Energy (2004-2005),Promo,$11.83 
Professor Juniper - 101/114 (2013),Promo,$12.22 
Professor Oak's Visit (2008-2009),Promo,$21.82 
Professor Sycamore (2015),Promo,$5.49 
Water Energy (2004-2005),Promo,$8.38 
Fire Energy (2004-2005),Promo,$9.05 
Judge (2019),Promo,$5.04 
Professor Elm's Training Method (2006-2007),Promo,$12.09 
Professor Juniper - 98/108 (2013),Promo,$29.95 
Professor Rowan (2007),Promo,$18.50 
Psychic Energy (2004-2005),Promo,$9.25 
Absol (Prime),Ultra Rare,$20.73 
Aipom,Common,$0.23 
Altaria,Holo Rare,$2.43 
Aron,Common,$0.23 
Bellsprout,Common,$0.25 
Bronzong,Rare,$0.58 
Carnivine,Rare,$0.45 
Celebi,Holo Rare,$5.61 
Cubone,Common,$0.32 
Darkrai & Cresselia Legend (Top),Ultra Rare,$49.28 
Ditto,Rare,$3.30 
Dragonite,Rare,$2.77 
Dratini,Common,$0.29 
Electabuzz,Uncommon,$0.27 
Electrode,Uncommon,$0.31 
Elekid,Rare,$2.39 
Gengar (Prime),Ultra Rare,$69.28 
Grumpig,Rare,$0.33 
Illumise,Common,$0.25 
Junk Arm,Uncommon,$3.88 
Kricketot,Common,$0.26 
Lairon,Uncommon,$0.28 
Lickitung,Common,$0.35 
Luvdisc,Uncommon,$0.30 
Machamp (Prime),Ultra Rare,$13.03 
Machop,Common,$0.22 
Magmar,Uncommon,$0.45 
Magnemite,Common,$0.27 
Magnezone (Prime),Ultra Rare,$15.48 
Marowak,Uncommon,$0.40 
Nidoking,Holo Rare,$3.34 
Nidoran F,Common,$0.28 
Nidorina,Uncommon,$0.34 
Palkia & Dialga Legend (Bottom),Ultra Rare,$40.67 
Pidgeot,Rare,$2.45 
Pidgey,Common,$0.27 
Ponyta,Common,$0.27 
Porygon2,Uncommon,$0.37 
Psyduck,Common,$0.32 
Rescue Energy,Uncommon,$1.23 
Sharpedo,Rare,$0.49 
Skorupi,Common,$0.23 
Spiritomb,Holo Rare,$2.35 
Swablu,Common,$0.28 
Tentacool,Common,$0.22 
Twins,Uncommon,$1.28 
Venomoth,Holo Rare,$2.02 
Victreebel,Holo Rare,$2.07 
Voltorb,Common,$0.24 
Wailord,Rare,$1.55 
Yanma,Common,$0.36 
Yanmega (Prime),Ultra Rare,$9.18 
Aggron,Holo Rare,$2.33 
Alph Lithograph,Ultra Rare,$28.11 
Ambipom,Rare,$0.40 
Banette,Rare,$0.47 
Black Belt,Uncommon,$0.26 
Bronzor,Common,$0.32 
Carvanha,Common,$0.23 
Celebi (Prime),Ultra Rare,$14.11 
Darkrai & Cresselia Legend (Bottom),Ultra Rare,$39.80 
Diglett,Common,$0.25 
Dragonair,Uncommon,$0.74 
Drapion,Holo Rare,$1.99 
Dugtrio,Rare,$0.49 
Electivire,Rare,$1.37 
Electrode (Prime),Ultra Rare,$9.91 
Gastly,Common,$0.32 
Golduck,Rare,$1.07 
Haunter,Uncommon,$1.64 
Indigo Plateau,Uncommon,$0.29 
Kangaskhan,Uncommon,$0.39 
Kricketune,Rare,$0.50 
Lickilicky,Uncommon,$0.40 
Lunatone,Rare,$0.42 
Machamp,Rare,$1.15 
Machoke,Uncommon,$0.42 
Magby,Uncommon,$0.64 
Magmortar,Rare,$0.66 
Magneton,Uncommon,$0.46 
Mamoswine,Holo Rare,$2.33 
Mew (Prime),Ultra Rare,$51.09 
Nidoqueen,Rare,$0.85 
Nidoran M,Common,$0.27 
Nidorino,Uncommon,$0.34 
Palkia & Dialga Legend (Top),Ultra Rare,$40.75 
Pidgeotto,Uncommon,$0.57 
Piloswine,Uncommon,$0.24 
Porygon,Common,$0.20 
Porygon-Z,Holo Rare,$2.67 
Rapidash,Holo Rare,$5.82 
Seeker,Uncommon,$1.16 
Shuppet,Common,$0.19 
Solrock,Holo Rare,$1.67 
Spoink,Common,$0.17 
Swinub,Common,$0.28 
Tentacruel,Uncommon,$0.32 
Unown,Uncommon,$0.41 
Venonat,Common,$0.24 
Volbeat,Common,$0.24 
Wailmer,Uncommon,$0.42 
Weepinbell,Uncommon,$0.32 
Yanmega,Uncommon,$0.27 
Alph Lithograph,Ultra Rare,$25.79 
Beldum,Common,$0.26 
Burned Tower,Uncommon,$0.31 
Darkness Energy (Special),Uncommon,$0.62 
Dodrio,Rare,$0.28 
Drifblim,Rare,$0.32 
Eevee (47),Common,$1.43 
Energy Exchanger,Uncommon,$0.25 
Espeon (Prime),Ultra Rare,$37.74 
Flower Shop Lady,Uncommon,$0.69 
Forretress (3),Holo Rare,$1.90 
Gliscor,Holo Rare,$2.53 
Grimer,Common,$0.31 
Hitmonchan,Common,$0.29 
Honchkrow (15),Rare,$0.52 
Houndoom,Holo Rare,$7.05 
Houndour (53),Common,$0.26 
Jolteon,Uncommon,$3.27 
Kyogre & Groudon Legend (Top),Ultra Rare,$64.09 
Leafeon,Rare,$3.87 
Magcargo,Holo Rare,$2.87 
Mawile,Common,$0.27 
Metal Energy (Special),Uncommon,$0.71 
Misdreavus,Common,$0.27 
Muk,Uncommon,$0.30 
Murkrow (59),Common,$0.24 
Pikachu,Common,$3.47 
Pineco (63),Common,$0.23 
Raichu,Uncommon,$1.45 
Raticate,Uncommon,$0.30 
Rayquaza & Deoxys Legend (Bottom),Ultra Rare,$59.25 
Rotom,Rare,$0.61 
Sableye,Uncommon,$0.30 
Scizor,Holo Rare,$13.59 
Scyther (36),Uncommon,$1.70 
Skarmory,Rare,$0.36 
Slowbro,Uncommon,$0.62 
Slowpoke,Common,$4.75 
Smeargle,Holo Rare,$5.64 
Stunky,Common,$0.21 
Togekiss,Holo Rare,$5.84 
Togetic,Uncommon,$1.04 
Umbreon,Holo Rare,$27.90 
Unown,Uncommon,$0.31 
Vespiquen,Rare,$0.45 
Weavile,Rare,$1.01 
Aron,Common,$0.20 
Bellossom,Holo Rare,$2.42 
Combee,Common,$0.30 
Defender,Uncommon,$0.36 
Doduo,Common,$0.21 
Drifloon,Common,$0.24 
Eevee (48),Common,$1.76 
Espeon,Holo Rare,$16.19 
Flareon,Uncommon,$3.81 
Forretress (13),Rare,$0.42 
Gligar,Common,$0.24 
Gloom,Uncommon,$0.28 
Hariyama,Rare,$0.71 
Hitmonlee,Common,$0.38 
Honchkrow (16),Rare,$0.41 
Houndoom (Prime),Ultra Rare,$24.35 
Houndour (54),Common,$0.26 
Kyogre & Groudon Legend (Bottom),Ultra Rare,$54.79 
Lairon,Uncommon,$0.32 
Legend Box,Uncommon,$0.26 
Makuhita,Common,$0.26 
Metagross,Rare,$0.43 
Metang,Uncommon,$0.25 
Mismagius,Rare,$0.49 
Murkrow (58),Common,$0.25 
Oddish,Common,$0.41 
Pineco (62),Common,$0.25 
Pinsir,Uncommon,$0.51 
Raichu (Prime),Ultra Rare,$29.97 
Rattata,Common,$0.25 
Rayquaza & Deoxys Legend (Top),Ultra Rare,$64.11 
Ruins Of Alph,Uncommon,$0.25 
Sage's Training,Uncommon,$0.25 
Scizor (Prime),Ultra Rare,$13.73 
Scyther (65),Common,$0.45 
Skuntank,Uncommon,$0.25 
Slowking (Prime),Ultra Rare,$20.08 
Slugma,Common,$0.31 
Sneasel,Common,$0.73 
Team Rocket's Trickery,Uncommon,$0.27 
Togepi,Common,$0.34 
Tropius,Rare,$0.35 
Umbreon (Prime),Ultra Rare,$72.71 
Vaporeon,Uncommon,$3.40 
Vileplume,Rare,$6.13 
______'s Pikachu,Promo,$220.66 
Pikachu (Base Set),Promo,$39.99 
Pikachu (Flying),Promo,$21.36 
Pikachu (German),Promo,$50.00 
Pikachu (Ivy),Promo,$10.68 
Pikachu (Korean),Promo,$65.98 
Pikachu (Polish),Promo,$131.24 
Pikachu (Snap),Promo,$34.48 
Pikachu (Surfing),Promo,$33.24 
Pikachu (Baby),Promo,$11.46 
Pikachu (English),Promo,$24.40 
Pikachu (French),Promo,$59.66 
Pikachu (Italian),Promo,$49.97 
Pikachu (Japanese),Promo,$30.75 
Pikachu (Jungle),Promo,$41.24 
Pikachu (Movie),Promo,$16.59 
Pikachu (Portuguese),Promo,$20.97 
Pikachu (Spanish),Promo,$65.00 
Aipom,Common,$0.31 
Beedrill,Rare,$0.72 
Blastoise,Rare,$5.36 
Carnivine,Common,$0.37 
Cherrim,Uncommon,$0.27 
Chinchou,Common,$0.31 
Crobat (Prime),Ultra Rare,$16.22 
Dunsparce,Uncommon,$0.31 
Energy Returner,Uncommon,$0.32 
Entei & Raikou Legend (bottom),Ultra Rare,$59.61 
Fearow,Rare,$0.39 
Golbat,Uncommon,$0.28 
Grotle,Uncommon,$0.66 
Interviewer's Questions,Uncommon,$0.31 
Judge,Uncommon,$2.54 
Kingdra,Rare,$1.09 
Lanturn,Rare,$0.40 
Larvitar (50),Common,$0.41 
Life Herb,Uncommon,$0.26 
Magmar,Common,$0.28 
Manaphy,Holo Rare,$3.23 
Metagross,Holo Rare,$3.08 
Minun,Uncommon,$0.44 
Mismagius,Holo Rare,$2.41 
Ninetales,Rare,$3.30 
Octillery,Holo Rare,$2.43 
Onix (57),Common,$0.35 
PlusPower,Uncommon,$0.60 
Politoed,Holo Rare,$6.35 
Poliwhirl,Uncommon,$0.97 
Primeape,Rare,$0.36 
Pupitar (39),Uncommon,$0.44 
Raikou & Suicune Legend (Top),Ultra Rare,$59.42 
Remoraid,Common,$0.23 
Roselia,Common,$0.28 
Seadra,Uncommon,$0.49 
Spearow,Common,$0.32 
Stantler,Common,$0.48 
Steelix (Prime),Ultra Rare,$17.03 
Suicune & Entei Legend (Bottom),Ultra Rare,$39.69 
Super Scoop Up,Uncommon,$0.80 
Teddiursa,Common,$0.33 
Torterra,Holo Rare,$4.36 
Turtwig,Common,$0.77 
Tyranitar (Prime),Ultra Rare,$34.37 
Ursaring (Prime),Ultra Rare,$10.93 
Wartortle,Uncommon,$2.17 
Xatu,Holo Rare,$2.50 
Alph Lithograph,Ultra Rare,$26.37 
Beldum,Common,$0.19 
Buizel,Common,$0.32 
Cheerleader's Cheer,Uncommon,$0.40 
Cherubi,Common,$0.35 
Crobat,Rare,$0.92 
Dual Ball,Uncommon,$0.49 
Emcee's Chatter,Uncommon,$0.30 
Engineer's Adjustments,Uncommon,$0.40 
Entei & Raikou Legend (top),Ultra Rare,$48.99 
Floatzel,Rare,$0.50 
Good Rod,Uncommon,$0.42 
Horsea,Common,$0.32 
Jirachi,Holo Rare,$8.95 
Kakuna,Uncommon,$0.44 
Kingdra (Prime),Ultra Rare,$17.31 
Lanturn (Prime),Ultra Rare,$11.54 
Larvitar (51),Common,$0.24 
Lucario,Rare,$0.90 
Magmortar,Holo Rare,$2.01 
Mankey,Common,$0.26 
Metang,Uncommon,$0.30 
Misdreavus,Common,$0.21 
Natu,Common,$0.34 
Numel,Uncommon,$0.37 
Onix (56),Common,$0.32 
Plusle,Uncommon,$0.31 
Pokemon Circulator,Uncommon,$0.50 
Poliwag,Common,$0.34 
Poliwrath,Rare,$1.08 
Pupitar (38),Uncommon,$0.37 
Raikou & Suicune Legend (Bottom),Ultra Rare,$49.81 
Rare Candy,Uncommon,$3.30 
Riolu,Common,$0.27 
Roserade,Rare,$0.46 
Shaymin,Holo Rare,$9.18 
Squirtle,Common,$1.19 
Steelix,Rare,$2.10 
Sudowoodo,Holo Rare,$4.00 
Suicune & Entei Legend (Top),Ultra Rare,$62.41 
Tauros,Uncommon,$0.43 
Torkoal,Rare,$0.41 
Tropius,Common,$0.28 
Tyranitar,Rare,$3.85 
Ursaring,Rare,$0.67 
Vulpix,Common,$0.55 
Weedle,Common,$0.36 
Zubat,Common,$0.25 
Blastoise - 13/95 (Prerelease Promo),Promo,$48.21 
Cleffa,Holo Rare,$17.86 
Electivire (Prerelease Promo) [Staff],Promo,$49.98 
Feraligatr (Prime),Holo Rare,$20.14 
Hitmonlee,Holo Rare,$8.14 
Hoothoot,Holo Rare,$3.47 
Latias (Cosmos Holo),Holo Rare,$6.85 
Latios (Cosmos Holo),Holo Rare,$9.00 
Lugia,Holo Rare,$40.75 
Minun,Holo Rare,$4.99 
Pikachu,Holo Rare,$4.65 
Porygon,Holo Rare,$5.51 
Raikou,Holo Rare,$20.94 
Smoochum,Holo Rare,$12.00 
Wobbuffet,Holo Rare,$2.14 
Blastoise - 13/95 (Prerelease Promo) [Staff],Promo,$499.95 
Electivire (Prerelease Promo),Promo,$12.41 
Entei,Holo Rare,$24.58 
Hitmonchan,Holo Rare,$6.91 
Ho-oh,Holo Rare,$23.35 
Lapras,Holo Rare,$10.09 
Latias (Cracked Ice Holo),Holo Rare,$16.52 
Latios (Cracked Ice Holo),Holo Rare,$21.16 
Meganium (Prime),Holo Rare,$14.71 
Noctowl,Holo Rare,$3.50 
Plusle,Holo Rare,$9.73 
Porygon2,Holo Rare,$4.51 
Shuckle,Holo Rare,$5.80 
Suicune,Holo Rare,$23.53 
Typhlosion (Prime),Holo Rare,$26.61 
Aerodactyl,Rare,$1.50 
Arceus (AR2),Holo Rare,$10.76 
Arceus (AR4),Holo Rare,$16.27 
Arceus (AR6),Holo Rare,$7.27 
Arceus (AR8),Holo Rare,$10.17 
Arceus Lv.X (94),Ultra Rare,$21.85 
Arceus Lv.X (96),Ultra Rare,$23.82 
Bagon (Shiny),Shiny Holo Rare,$40.98 
Beginning Door,Uncommon,$0.28 
Bronzong (14),Rare,$0.31 
Bronzor (34),Uncommon,$0.22 
Buffer Piece,Uncommon,$0.20 
Burmy Plant Cloak,Common,$0.20 
Burmy Trash Cloak,Common,$0.22 
Charmander,Common,$1.52 
Cherrim,Rare,$0.68 
Croagunk,Common,$0.23 
Dome Fossil,Common,$0.19 
Electrike (63),Common,$0.18 
Expert Belt,Uncommon,$1.37 
Gastly (36),Uncommon,$0.98 
Gengar (16),Rare,$7.93 
Gengar Lv.X,Ultra Rare,$66.01 
Glalie,Rare,$0.67 
Graveler,Uncommon,$0.28 
Grovyle (39),Uncommon,$0.26 
Gulpin,Common,$0.18 
Haunter (41),Uncommon,$2.46 
Heatran,Holo Rare,$2.00 
Kabuto,Common,$0.33 
Lopunny,Rare,$0.66 
Luxio,Uncommon,$0.21 
Makuhita,Common,$0.17 
Manectric,Uncommon,$0.24 
Nosepass,Common,$0.15 
Omanyte,Common,$0.33 
Pelipper,Rare,$0.46 
Pichu,Rare,$9.47 
Ponyta,Uncommon,$0.67 
Ponyta (Shiny),Shiny Holo Rare,$159.00 
Probopass,Holo Rare,$0.85 
Raichu,Rare,$1.48 
Rapidash,Uncommon,$0.31 
Rattata,Common,$0.27 
Salamence Lv.X,Ultra Rare,$27.78 
Sceptile (31),Rare,$0.99 
Shinx,Common,$0.21 
Snorunt,Common,$0.33 
Swalot,Holo Rare,$1.39 
Tangela (77),Common,$0.22 
Tangrowth Lv.X,Ultra Rare,$12.74 
Treecko (78),Common,$0.37 
